lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,room_type_reserved,type_of_meal_plan,booking_status
7,2,2683,9,21,4,4,1,0,0,1
433,0,435,9,8,3,3,0,0,0,0
7,0,869,1,4,4,2,1,0,0,1
0,1,3424,8,17,4,1,0,5,0,1
91,0,582,5,10,3,2,0,0,0,0
138,0,63,8,22,3,1,2,0,1,1
287,2,1689,9,29,4,3,0,0,0,0
27,0,161,2,21,4,2,2,0,3,1
210,1,1152,8,7,4,3,2,0,0,1
349,0,1114,10,4,3,5,1,0,0,0
119,0,952,6,28,4,1,0,0,3,0
50,0,74,3,11,4,2,0,0,3,1
197,2,1689,4,12,4,3,0,0,0,0
0,0,731,3,21,2,1,1,0,0,1
9,1,937,10,2,3,1,2,0,0,1
166,0,1819,11,1,3,3,0,0,0,0
1,1,1582,10,9,4,0,1,0,3,1
1,0,1302,3,9,4,1,0,0,0,1
4,1,0,12,11,1,1,0,6,0,1
5,0,931,12,28,4,1,0,0,0,1
163,0,794,10,2,3,3,2,0,0,1
63,0,531,4,22,4,3,2,0,0,1
14,3,1268,8,21,4,11,4,0,0,1
36,0,1282,6,26,4,0,2,0,0,1
8,1,2031,11,3,4,3,0,0,3,1
55,0,152,3,9,4,4,0,0,0,1
0,0,0,7,19,1,1,0,0,0,1
24,0,84,12,5,2,1,2,0,0,1
30,0,1058,3,4,4,2,0,0,0,1
34,0,183,1,26,2,1,0,0,0,1
141,1,2357,9,23,4,2,0,0,0,1
54,1,1119,11,11,4,2,2,0,0,1
152,2,1659,8,20,4,1,0,0,0,0
32,0,3058,7,15,4,2,1,3,0,0
115,1,1114,11,18,4,2,0,0,0,0
62,1,2626,5,17,4,3,0,3,0,1
0,0,2978,7,25,4,2,1,0,0,1
16,1,2393,8,1,4,0,1,0,0,1
50,2,2,1,14,4,3,0,0,0,1
41,0,2932,8,26,4,2,2,3,0,1
304,0,1077,11,3,3,3,0,0,0,0
15,1,3025,9,1,4,5,0,5,0,0
16,0,1552,6,12,4,1,2,0,3,1
56,0,3210,9,25,3,2,2,0,0,1
49,1,1780,3,21,4,3,1,0,0,0
42,1,72,11,30,4,4,2,0,3,1
2,1,1803,12,29,4,2,0,0,0,1
14,0,1471,10,15,3,2,0,0,0,1
15,1,2651,9,15,4,2,0,3,0,1
55,0,250,3,13,3,0,2,0,0,1
35,1,2362,10,28,4,2,1,0,0,1
59,0,1302,6,4,3,1,2,0,0,1
105,2,13,7,24,4,4,2,0,0,1
262,2,2754,11,4,4,2,0,3,0,0
115,0,625,2,27,3,3,2,0,0,1
107,2,1450,4,30,4,3,2,0,0,1
33,1,2268,9,9,4,2,1,0,3,1
57,2,1871,5,18,4,2,0,0,3,1
116,0,625,2,28,3,1,2,0,0,1
60,1,2329,10,11,4,1,0,0,0,1
26,1,201,1,27,4,4,1,0,3,1
28,2,2026,9,19,4,3,2,0,0,1
21,3,1991,11,22,4,5,0,0,1,1
286,1,2044,9,16,3,2,0,0,1,0
24,3,3117,11,5,4,3,2,3,0,1
31,1,3152,9,10,4,5,2,6,0,1
17,2,576,11,16,4,4,0,0,3,1
12,0,129,12,5,3,1,1,0,0,1
157,0,1019,7,16,4,2,2,0,3,0
195,1,826,7,10,4,2,2,1,0,1
54,0,582,3,29,3,3,0,0,0,1
38,0,952,9,10,3,2,2,0,0,1
5,3,2393,8,20,4,1,0,0,0,1
36,2,1785,10,25,4,3,0,0,3,1
87,1,1278,5,27,4,1,0,0,0,1
74,0,1785,9,18,3,2,0,0,1,1
25,1,1047,11,17,4,3,0,0,3,0
84,1,1663,4,27,4,4,0,0,0,1
60,0,78,9,21,3,1,1,0,0,1
25,1,1797,4,17,4,3,2,0,0,1
159,1,2697,10,1,4,3,2,0,1,0
56,0,737,3,22,4,3,0,0,0,1
0,1,2896,5,20,4,1,0,0,0,1
35,1,1058,12,2,4,2,2,0,0,1
207,1,1659,8,5,4,2,0,3,0,0
78,1,2539,4,12,4,4,0,3,1,0
14,0,274,2,3,4,16,6,0,3,0
179,1,1152,7,17,4,2,2,0,0,1
52,1,2848,7,31,4,0,2,3,0,1
43,0,2076,7,1,4,2,0,0,0,0
55,1,582,4,3,3,1,2,0,0,1
2,1,3118,9,11,4,0,1,0,0,1
181,0,2136,10,11,3,2,0,0,0,0
59,1,2430,8,8,4,1,1,0,0,1
40,0,3058,7,26,4,3,0,3,0,0
263,0,1819,10,21,4,2,0,0,0,0
5,0,1417,5,16,2,3,1,0,0,1
137,0,1659,5,5,4,3,0,0,0,0
1,0,292,9,2,2,1,0,0,0,1
6,0,292,12,27,2,0,1,0,0,1
87,2,3178,7,9,4,5,2,5,0,1
128,3,1480,9,16,4,2,0,0,3,1
2,2,1822,9,15,4,1,0,0,3,1
25,1,2796,10,5,4,2,0,0,0,1
5,1,292,9,26,2,0,1,0,0,1
166,2,1085,10,12,4,3,1,0,0,1
13,0,937,9,8,3,5,1,3,3,1
4,2,1375,1,2,4,1,1,0,0,1
121,0,1958,5,16,4,2,1,3,0,1
49,2,2007,5,8,4,0,2,0,3,1
90,0,2007,5,21,4,1,1,0,3,0
79,1,1560,11,17,4,3,0,3,0,0
4,0,2246,7,28,4,2,0,0,3,0
13,0,522,4,26,3,3,0,0,1,1
161,0,2007,9,8,4,3,0,0,0,0
26,0,1751,10,12,3,3,1,3,3,1
79,0,794,6,16,3,2,0,0,0,1
90,2,2803,9,8,4,1,0,3,0,1
46,0,2225,8,30,4,5,1,3,0,0
55,0,345,3,31,2,2,0,0,0,1
8,0,2362,9,11,4,0,1,0,3,1
52,1,2626,5,15,4,1,2,3,0,1
116,0,1634,5,18,4,1,0,0,0,0
3,0,2914,8,29,4,1,0,5,0,1
13,1,1302,9,11,4,1,0,0,0,1
6,1,1556,10,30,4,3,2,0,0,1
290,0,554,12,1,4,3,1,0,0,0
143,0,1471,8,25,3,3,0,0,0,1
136,0,2103,10,5,4,4,0,0,0,0
24,0,3229,7,26,4,2,0,3,0,1
189,1,201,3,25,3,2,1,3,0,1
30,1,2821,1,15,4,2,0,5,0,1
139,1,3096,11,7,4,3,1,0,0,1
49,1,1892,4,10,4,2,2,3,0,1
13,0,833,1,11,3,2,1,0,0,1
122,0,1268,4,15,3,2,0,0,0,1
117,0,1342,4,6,4,4,1,3,0,1
277,0,1353,10,16,4,0,2,0,0,0
141,0,1114,9,20,3,0,1,0,0,1
138,2,2201,8,17,4,4,1,3,0,1
12,0,937,10,2,3,2,2,0,0,1
44,0,1159,11,19,4,1,1,0,0,0
94,0,1659,4,14,4,3,0,3,0,0
79,0,794,4,7,4,3,1,0,0,0
87,1,1594,7,4,4,4,1,0,3,1
86,1,1309,4,26,4,5,1,0,3,1
31,1,1812,12,22,4,1,0,0,0,1
84,0,598,3,30,3,4,1,0,0,1
50,0,311,12,31,3,3,0,0,0,1
221,0,522,8,12,3,1,0,0,1,1
3,0,2329,4,29,3,1,0,3,0,1
82,1,770,5,2,3,1,1,0,0,1
10,0,2122,5,18,4,2,0,1,0,0
233,0,1114,10,14,3,2,1,0,0,0
36,0,3062,12,28,4,4,0,0,0,1
16,0,39,1,31,3,2,2,0,0,1
255,0,1481,9,12,4,5,1,0,0,0
152,0,582,4,12,3,4,0,0,0,1
31,4,2157,12,12,4,3,1,0,1,1
6,0,1011,12,18,4,2,1,0,0,1
127,2,1751,10,3,4,5,2,0,3,1
144,0,2754,8,4,4,2,0,3,0,1
93,1,2305,6,20,4,1,1,0,0,1
11,0,1914,9,5,2,0,1,0,0,1
115,0,625,2,27,3,2,2,0,0,1
136,1,3401,8,12,4,2,0,5,0,0
100,0,1751,10,16,4,1,0,0,1,0
27,0,2362,3,22,4,3,0,0,3,0
30,0,396,11,12,4,2,2,0,0,0
54,0,403,11,16,3,2,1,3,0,1
124,4,3014,9,4,4,1,2,0,1,1
12,0,2420,4,25,4,0,1,0,0,0
19,0,1114,6,22,2,2,0,0,0,1
19,0,1114,10,6,3,3,0,0,0,1
20,1,1438,1,21,4,2,0,3,0,1
40,0,201,11,7,3,1,2,3,0,1
34,0,800,6,19,4,1,2,0,0,0
81,0,292,3,25,3,2,1,0,0,1
18,0,770,12,11,3,0,1,0,0,1
245,0,1819,7,6,3,4,2,0,0,0
22,2,1785,5,29,4,0,1,0,3,1
4,4,0,7,5,1,1,0,0,0,1
4,0,0,12,23,1,2,1,5,0,1
38,1,1900,4,3,4,1,2,0,0,1
5,0,140,3,7,3,4,1,0,0,1
153,2,2497,7,21,4,3,1,3,0,0
99,0,292,10,30,4,2,2,0,0,0
0,1,0,3,9,1,1,0,6,0,1
213,0,2393,6,7,3,3,0,0,0,0
276,0,1326,9,22,3,3,0,0,0,1
76,2,2626,5,12,4,3,0,3,0,1
48,0,2430,4,1,4,3,2,3,0,0
192,0,1450,7,23,4,3,2,3,0,0
138,1,1658,5,14,4,5,2,0,0,1
0,1,1354,8,31,4,2,1,0,3,1
301,1,1979,7,30,3,1,1,0,1,0
338,0,770,10,7,3,2,1,0,0,0
35,0,2998,3,18,4,2,0,5,0,1
121,3,0,8,31,1,1,0,6,0,1
40,2,1931,10,27,3,3,0,1,1,1
78,1,1441,3,25,4,2,2,4,0,1
277,0,770,9,5,3,5,2,0,0,0
48,0,2956,5,29,4,0,2,3,0,0
134,1,1804,6,5,4,2,2,0,3,1
5,2,2950,10,27,4,3,1,0,0,1
107,1,2128,8,21,4,1,2,0,0,1
77,0,2956,5,17,4,3,0,0,0,0
10,1,2845,9,17,4,1,0,0,0,1
1,1,1682,1,29,4,2,2,3,0,1
72,1,809,3,16,4,3,0,0,0,1
74,1,1560,12,26,4,2,1,3,0,1
36,2,3386,7,22,4,1,0,5,0,1
53,1,2576,4,7,4,3,0,3,0,1
17,1,1047,3,9,4,2,0,0,3,1
94,1,1353,4,12,4,2,0,0,0,1
1,0,937,10,8,3,1,0,0,0,1
12,0,1234,2,20,4,1,2,0,0,1
2,1,345,6,16,2,1,0,0,0,1
3,0,706,1,8,4,1,0,0,0,1
386,1,1979,10,23,4,0,2,0,1,0
83,2,1253,11,25,4,2,0,0,0,1
1,0,201,2,28,3,1,2,0,0,0
19,1,2580,2,12,4,2,1,0,1,0
173,2,1286,7,8,4,1,0,0,3,1
4,2,0,12,5,1,1,0,0,0,1
418,0,582,9,26,3,2,1,0,0,0
159,1,2133,5,26,4,3,0,0,0,0
2,2,2079,6,23,4,1,0,0,0,1
75,0,1652,10,30,3,0,2,0,1,0
63,0,2005,9,4,3,2,0,0,1,1
156,1,1987,8,14,4,3,2,0,0,0
6,0,25,11,22,3,1,2,0,0,1
91,0,2626,5,13,4,2,1,3,0,0
4,1,0,8,23,1,1,2,0,0,1
48,2,1382,11,4,4,2,0,0,0,1
31,0,1471,6,2,3,2,0,0,0,1
21,1,2362,10,2,4,1,2,0,3,1
55,2,737,12,10,4,1,1,0,3,1
12,1,3324,10,29,4,2,2,5,0,0
163,2,644,8,19,4,4,2,0,0,1
169,1,1286,7,13,4,3,0,0,3,1
172,0,1302,6,24,3,2,0,0,0,0
54,0,582,4,2,3,1,2,0,0,1
80,0,2305,5,14,4,1,2,0,0,0
169,1,1085,7,25,4,3,1,0,3,1
54,0,3235,4,29,4,4,2,5,0,0
2,0,1114,9,10,2,1,0,0,0,1
59,0,195,3,18,3,5,2,0,0,1
86,0,582,12,18,3,1,2,0,0,1
49,0,1238,7,11,4,0,1,0,3,0
12,0,165,12,16,3,2,0,0,0,1
3,2,2079,3,11,4,2,0,0,0,1
25,1,1505,11,17,4,2,0,0,0,1
305,0,1077,11,4,4,2,1,0,0,0
15,1,1801,8,17,4,1,0,1,0,1
99,0,292,10,30,3,2,2,0,0,0
145,0,1450,5,3,4,4,0,0,0,1
52,0,71,3,7,3,4,1,0,0,1
303,1,698,8,19,3,3,2,0,0,1
201,2,2133,9,8,4,3,1,0,0,0
11,1,2721,10,3,4,2,2,0,0,1
65,2,1385,10,28,4,2,0,0,0,1
5,1,1155,2,12,4,2,0,0,0,0
15,0,3282,3,17,4,3,2,5,0,0
175,1,2224,7,24,4,2,2,0,1,0
59,1,1058,11,28,4,3,1,0,0,1
247,0,1857,6,6,3,1,1,0,1,0
16,0,1794,3,3,4,3,0,3,0,0
35,2,952,11,26,4,3,0,0,3,1
205,0,1152,7,22,4,3,2,0,0,0
1,0,2721,10,15,4,1,0,3,0,1
28,0,2393,10,29,3,1,0,0,0,1
4,0,1785,8,1,4,1,1,0,3,0
108,0,1415,9,19,4,1,2,0,0,0
166,0,497,8,2,3,5,1,0,0,0
195,0,2624,9,5,4,4,1,3,0,0
142,0,1762,8,24,4,3,0,0,0,1
204,0,1114,5,5,3,3,0,0,0,0
273,0,1785,7,17,3,2,0,0,1,0
19,2,1918,8,28,4,1,2,0,3,1
33,2,2580,10,25,4,5,0,0,0,1
7,3,1582,10,3,4,2,1,0,3,1
113,1,1353,4,15,4,2,0,0,0,1
15,0,2362,8,23,4,2,0,0,3,0
158,2,644,8,7,4,5,2,0,0,1
62,0,201,11,25,3,4,0,3,0,1
38,0,201,11,5,3,3,1,3,0,1
7,1,2164,4,27,4,4,1,0,3,1
86,1,497,11,6,4,3,2,0,0,1
281,0,1780,10,3,4,3,1,3,0,0
58,2,3258,7,27,4,3,0,6,0,1
33,0,234,3,8,3,2,0,0,0,1
290,0,489,6,17,3,2,1,0,0,0
49,0,644,9,2,3,3,0,0,0,1
61,0,2537,9,18,4,1,2,0,0,0
1,2,2982,3,19,4,2,2,3,0,1
5,1,1652,12,20,4,1,0,0,0,1
6,1,1377,5,23,4,2,1,0,0,1
58,2,3320,3,30,4,4,0,5,1,0
57,0,3419,4,24,4,1,2,5,1,0
4,1,1682,8,19,4,2,0,0,0,1
245,0,582,6,17,4,2,0,0,0,0
101,2,945,4,9,4,4,2,0,0,1
98,3,1751,10,9,4,1,2,0,3,1
110,1,435,12,9,3,4,0,0,0,1
113,0,1659,8,1,4,1,1,0,0,0
188,0,794,6,2,3,3,0,0,0,1
0,0,0,6,15,1,1,0,0,0,1
76,1,794,5,17,3,3,0,0,0,1
17,0,2721,4,14,4,2,0,0,0,0
210,0,971,10,8,3,3,1,0,1,0
225,0,355,11,25,4,1,0,0,3,0
126,0,737,11,5,4,1,1,0,3,1
124,0,1286,8,8,3,1,2,0,1,1
35,2,2083,3,3,4,3,2,0,1,1
257,0,770,7,1,3,2,0,0,1,1
8,1,1047,2,16,4,2,0,0,3,1
11,0,1302,5,23,4,0,1,0,0,0
243,0,554,11,24,4,3,1,0,0,0
5,0,1462,8,15,4,2,2,0,0,0
29,1,458,11,14,4,5,2,3,0,1
16,0,305,2,16,4,3,0,0,0,1
90,0,1070,12,26,4,4,1,0,3,0
58,3,2262,11,11,4,2,1,0,0,1
17,0,1302,12,9,4,2,0,0,3,1
47,2,1182,11,1,4,4,0,0,0,1
56,0,2103,4,22,4,2,1,3,0,0
208,1,591,10,9,4,2,2,0,0,1
23,3,2745,4,10,4,3,2,3,0,1
0,0,1077,4,15,4,2,1,0,3,1
19,0,2246,9,21,4,1,1,0,0,1
118,0,1819,6,6,3,3,1,0,0,1
80,1,1253,11,19,4,1,2,0,0,1
45,0,1409,12,8,3,2,0,0,0,1
111,0,937,12,7,4,4,0,0,0,0
48,1,155,2,20,4,1,1,0,0,1
43,0,1713,3,17,4,3,0,3,0,1
34,0,1100,2,24,4,3,0,0,0,0
19,2,100,11,4,3,4,0,3,0,1
47,0,2520,10,11,4,2,0,0,0,1
23,0,2638,6,2,4,3,1,3,0,0
60,0,292,9,21,3,1,1,0,0,1
190,0,2394,12,26,4,4,1,3,1,1
1,0,1953,8,11,4,3,0,0,0,1
1,1,2602,7,21,4,1,0,0,3,1
100,1,1172,9,5,4,3,1,0,3,0
71,0,582,12,2,3,2,1,0,0,1
1,0,1155,2,19,2,1,0,0,0,1
5,0,2836,10,6,4,3,0,0,0,1
77,2,3019,6,19,4,0,2,3,0,1
49,0,268,3,8,4,4,0,0,3,0
306,3,1316,8,14,4,1,2,0,0,1
150,1,952,6,27,4,0,1,0,3,0
60,1,582,4,8,3,2,2,0,0,1
178,0,1072,8,27,4,1,1,1,0,0
41,0,748,2,5,4,3,2,0,0,1
92,2,644,7,1,4,4,2,0,0,1
89,2,1724,6,26,4,3,2,0,0,1
92,1,1659,4,28,4,1,0,0,0,1
102,0,1011,10,16,3,2,0,0,1,1
13,4,3110,9,14,4,3,1,5,0,1
119,0,1151,4,15,4,2,0,0,0,1
3,0,3245,2,29,4,3,1,5,0,1
58,0,800,1,27,3,3,0,0,0,1
157,0,1152,6,26,4,3,2,0,0,0
102,0,1525,10,16,4,2,0,0,1,0
188,0,2393,6,15,4,2,0,0,0,0
84,2,1085,10,16,4,2,1,0,0,1
198,0,1114,9,9,3,2,1,0,0,0
12,0,3087,2,3,4,2,0,5,0,0
43,1,1286,4,11,4,1,1,0,3,1
90,0,1085,9,13,4,1,2,0,0,0
26,1,147,9,15,3,6,2,0,0,1
50,0,201,11,13,3,2,1,3,0,1
46,2,2268,8,17,4,1,0,0,3,1
3,0,1614,3,3,4,1,0,0,0,1
2,1,1614,4,10,4,0,2,0,3,1
7,1,2812,8,16,4,2,0,0,0,1
138,1,371,7,11,4,6,3,0,0,0
4,1,2914,3,5,4,1,0,3,1,1
3,2,817,12,12,4,3,1,0,0,1
31,0,830,3,14,4,1,1,1,0,1
135,0,1114,9,14,3,2,1,0,0,0
55,1,1782,6,26,4,2,2,0,0,0
38,1,1037,3,3,2,3,0,0,0,1
181,2,1353,8,30,4,2,0,0,0,0
1,1,581,3,20,4,1,2,0,3,1
194,2,669,4,17,4,3,2,0,0,1
114,2,1035,6,6,4,3,1,0,0,1
60,0,582,11,18,3,2,0,0,0,1
61,3,2903,11,6,4,3,2,0,0,1
17,1,2539,8,19,4,2,0,0,0,0
90,0,1353,3,25,4,2,1,0,0,1
76,0,2136,10,10,3,0,1,0,0,0
6,0,3194,9,19,4,0,1,0,3,1
298,0,1234,5,10,3,2,0,0,0,1
149,0,461,1,17,3,2,2,0,0,1
93,0,268,3,15,3,4,0,0,3,1
249,0,1104,10,14,3,6,2,0,0,1
69,2,2305,5,17,4,3,0,0,0,1
44,1,1378,11,22,4,3,0,0,0,0
36,1,1724,7,1,4,2,0,0,3,1
3,0,0,11,16,1,1,1,0,0,1
115,0,1958,7,8,4,2,0,0,0,0
58,2,2225,3,31,4,3,0,3,0,1
101,0,770,4,4,4,2,1,0,0,0
3,0,1614,7,11,3,1,0,0,0,1
161,0,2393,3,25,3,2,1,0,1,0
9,0,292,11,11,2,1,0,0,0,1
418,0,582,9,26,4,2,1,0,0,0
99,1,1353,4,13,4,2,0,0,0,0
174,2,3042,8,2,4,2,0,3,0,0
221,1,69,8,12,3,1,0,0,1,1
185,2,1931,10,10,4,3,1,0,0,0
96,0,1286,7,11,4,1,2,0,1,0
19,0,570,3,4,4,2,1,0,0,0
60,0,582,4,2,3,3,2,0,0,1
0,0,1146,5,11,4,1,0,0,3,1
0,0,2520,3,21,2,0,1,4,0,1
17,0,69,10,16,3,2,0,0,0,1
1,0,0,3,2,4,1,0,0,0,1
38,2,1058,11,19,4,2,2,0,0,1
49,1,1912,3,4,4,2,1,0,0,1
176,0,1353,8,27,4,1,1,0,0,0
9,0,576,12,16,4,4,2,0,3,1
78,0,1471,3,25,4,2,1,0,0,0
3,3,3236,8,24,4,1,0,3,0,1
57,2,2576,4,21,4,3,0,3,0,1
31,1,1302,5,15,2,4,2,0,0,1
12,0,1785,2,6,4,1,0,0,0,0
211,0,1471,5,20,4,2,0,0,0,0
92,0,3138,7,14,4,2,0,5,0,0
280,0,1819,9,19,3,2,1,0,0,0
0,1,3016,9,23,4,2,0,0,0,1
297,1,1125,12,29,4,3,0,0,0,1
2,0,1574,11,23,4,1,0,0,0,0
146,1,1689,6,3,4,2,0,0,0,1
2,2,1474,8,17,4,1,0,0,0,1
292,0,1979,7,21,4,2,0,0,1,0
185,0,737,12,16,4,2,1,0,3,0
188,0,2393,6,15,3,2,0,0,0,0
18,0,325,11,7,3,3,1,0,3,1
29,0,927,12,30,3,4,2,0,0,1
102,0,760,10,30,4,2,2,0,3,0
95,0,2133,6,10,4,2,2,0,0,1
3,1,1389,12,19,4,0,1,0,0,1
125,2,1144,7,2,4,4,2,0,3,1
3,0,1819,5,9,0,10,5,3,0,0
142,1,2362,6,10,4,2,1,3,0,1
91,0,1958,7,24,4,1,2,0,0,0
14,0,683,1,19,4,3,0,3,0,1
85,0,2007,8,29,4,3,1,0,3,1
7,2,0,2,26,1,2,0,3,0,1
1,0,582,11,23,3,1,0,0,0,1
69,0,2821,7,2,4,1,0,3,0,0
112,0,1471,6,2,3,2,0,0,0,1
22,0,3033,8,21,4,2,2,3,0,0
8,2,1218,2,10,4,3,0,3,0,1
22,2,3229,7,8,4,2,1,3,0,1
0,0,329,8,2,4,1,0,0,3,1
5,3,2557,6,13,4,0,1,3,0,1
62,1,1981,9,27,4,2,0,3,0,1
40,1,901,3,5,4,2,2,0,0,1
76,1,421,3,14,4,2,1,1,0,1
18,0,2580,5,7,4,3,2,3,0,0
267,0,1302,9,30,3,2,1,0,0,0
20,0,1819,5,26,0,1,0,3,0,1
4,0,420,1,14,4,1,0,0,3,1
55,0,1691,9,11,4,3,2,3,0,1
174,0,435,10,10,3,1,1,0,0,0
0,0,3077,9,26,1,1,1,0,0,1
181,2,1151,10,28,4,2,0,0,0,0
1,0,1614,10,30,4,2,0,0,3,1
100,0,774,4,25,4,2,1,0,3,1
0,1,0,4,20,1,1,0,6,2,1
15,1,2673,6,21,4,3,0,3,0,1
40,0,1432,3,14,4,4,1,3,0,1
35,1,1751,11,2,4,3,0,0,0,1
204,1,1152,7,18,4,8,3,0,0,1
245,0,582,6,17,3,2,0,0,0,0
42,1,2405,9,18,4,0,2,0,0,0
94,0,2076,8,23,4,2,0,0,0,0
147,0,143,8,10,4,3,1,0,0,1
14,0,1018,5,31,4,3,0,0,0,1
3,2,2109,4,24,4,0,1,0,0,1
66,1,1791,9,14,4,4,1,3,0,1
3,0,1144,6,10,3,2,1,0,0,1
0,1,2223,10,10,4,0,1,0,0,1
22,0,1302,4,19,4,1,0,0,0,0
8,1,2288,7,19,4,2,0,0,0,1
22,0,2640,6,15,4,2,0,0,0,0
41,1,1651,8,15,4,2,1,0,3,1
105,1,644,7,8,4,2,0,0,0,0
69,1,1820,4,18,4,3,1,3,0,1
55,1,910,3,5,4,6,2,3,0,1
14,2,1077,11,18,4,2,0,0,3,1
126,0,2103,9,8,4,3,0,0,3,0
142,0,1958,5,22,4,1,2,3,0,1
117,1,794,8,1,3,1,2,1,1,1
2,0,1562,8,2,4,1,0,0,0,1
0,0,800,1,21,4,1,0,0,3,1
15,0,3425,8,16,4,2,0,5,0,0
32,2,1785,10,29,4,1,0,0,3,1
87,1,952,6,26,4,0,1,0,3,1
1,2,2126,3,17,4,3,0,0,0,1
24,0,937,2,6,4,1,2,0,0,0
36,2,2305,5,21,4,2,2,0,0,1
3,2,1505,11,6,4,2,0,0,0,1
20,0,937,9,11,3,1,2,0,3,1
100,1,497,4,18,4,3,1,0,3,1
299,0,1481,9,17,4,5,2,0,0,0
4,1,1886,5,21,3,1,1,0,1,1
72,0,1751,9,18,3,1,0,0,1,1
17,0,582,10,5,3,2,1,3,0,1
37,1,90,12,9,4,3,2,0,3,1
7,0,1682,2,12,4,2,0,3,0,0
1,0,800,2,20,4,1,2,0,3,1
65,0,737,11,20,4,0,1,0,3,1
1,1,2420,6,11,4,2,2,3,0,1
22,0,3251,8,21,4,3,2,3,0,0
0,2,2896,10,7,4,2,0,3,0,1
263,0,345,9,21,3,0,1,0,0,1
193,1,1237,9,29,4,3,0,0,0,0
141,2,2109,8,4,4,3,1,0,0,1
2,1,1543,2,13,4,1,0,0,0,1
45,0,345,11,28,2,0,1,0,0,1
19,0,952,10,7,2,1,0,0,0,1
5,0,1302,4,4,0,3,1,0,0,0
166,0,1353,8,27,4,1,2,0,0,0
0,0,1979,8,10,4,0,1,0,3,1
68,1,2568,6,3,4,2,1,3,0,1
111,0,497,7,13,3,3,0,0,0,0
54,2,2755,10,9,4,1,2,5,0,1
82,1,2177,6,10,4,2,0,0,0,1
25,0,689,11,16,4,0,1,0,0,1
0,0,856,10,10,4,0,1,0,3,1
40,1,680,1,14,4,3,0,1,0,1
88,1,1152,4,16,4,3,2,0,0,1
76,1,497,11,1,4,2,2,0,0,1
12,3,988,11,11,4,2,2,0,0,1
29,1,1979,12,31,3,3,0,0,0,1
7,1,2136,10,25,4,1,0,0,3,1
1,1,2914,10,16,4,3,2,0,0,1
53,1,3049,9,26,3,3,2,3,0,1
284,0,355,12,12,4,0,1,0,3,0
122,0,937,4,15,4,2,0,0,0,0
122,1,1948,12,25,4,2,2,0,0,0
74,2,3058,5,21,4,1,0,0,0,1
1,0,483,1,27,4,2,0,0,0,1
163,0,2956,9,23,4,1,0,3,0,0
276,0,215,5,13,3,3,2,0,0,0
76,1,180,3,27,4,3,2,0,3,1
37,1,2754,7,2,4,2,2,0,0,1
32,3,1353,11,14,4,1,0,0,0,1
31,1,2647,8,10,4,4,0,0,3,1
16,0,794,5,8,3,2,2,0,0,1
29,1,753,1,8,4,5,2,0,0,1
3,0,2989,8,10,4,1,1,5,0,1
179,0,2305,9,30,4,2,2,3,0,0
5,1,904,3,28,4,1,1,0,3,1
8,2,2513,9,1,3,3,0,0,1,1
141,1,2768,9,23,4,2,0,0,0,1
125,1,461,4,18,3,2,1,0,0,1
48,0,1914,10,25,3,3,2,1,1,1
12,0,2335,3,30,4,15,6,3,0,0
70,0,420,2,5,4,2,0,0,3,1
89,0,582,5,9,3,2,1,0,0,1
97,0,794,5,29,3,3,2,0,0,1
38,0,800,6,19,3,1,2,0,0,1
37,1,1942,9,28,4,1,0,3,0,1
39,1,1409,2,15,4,4,1,3,0,1
36,1,1118,9,25,4,0,2,0,0,1
4,0,272,1,25,2,0,1,0,0,1
90,0,2472,8,7,4,2,2,3,0,1
118,1,2576,8,1,4,1,1,3,0,1
127,1,737,11,25,4,2,1,0,3,1
13,0,1005,2,29,3,3,1,3,0,0
113,1,1751,10,13,4,1,0,0,3,0
22,1,1011,11,14,4,1,1,0,0,1
231,1,1152,8,21,4,2,2,0,0,1
55,1,851,10,29,4,1,0,0,0,1
5,1,2079,3,14,4,1,1,0,0,1
2,1,1857,11,18,4,2,0,0,0,1
64,0,2619,5,17,2,2,0,0,0,0
204,0,1471,5,5,4,3,0,0,0,0
45,0,1900,4,7,4,1,0,0,0,0
88,0,145,10,5,3,1,1,0,1,1
8,1,292,10,6,2,1,0,0,0,1
37,1,519,9,5,4,3,1,0,3,1
71,1,1074,3,17,4,3,1,3,0,1
0,1,0,1,7,1,1,0,0,0,1
153,2,774,10,27,4,1,0,0,3,0
35,1,1647,10,17,4,1,1,0,0,1
14,0,833,9,17,3,2,0,0,1,1
185,0,1353,8,30,4,1,0,0,0,0
1,1,1047,6,13,4,0,1,0,3,1
83,0,1253,11,20,4,1,2,0,0,0
109,0,1092,10,24,4,2,1,0,3,0
63,0,2305,5,15,4,1,2,0,0,0
19,2,3110,9,15,4,2,0,3,0,1
120,2,1114,11,3,4,1,0,0,0,1
20,1,576,12,22,4,3,1,0,3,1
5,0,292,9,22,2,1,0,0,0,1
0,1,0,2,25,1,1,0,0,0,1
30,1,2553,5,21,4,4,2,5,0,1
101,0,1246,4,12,4,5,2,3,0,1
113,1,2539,5,18,4,4,0,0,0,1
38,0,800,6,19,3,1,2,0,0,0
36,1,1452,11,15,4,4,0,3,1,0
3,0,797,2,25,4,3,0,0,0,1
64,0,2626,5,27,4,2,0,3,0,0
118,1,1152,4,10,4,3,2,0,0,1
1,2,47,4,28,3,1,0,0,0,1
